;33;JN66AL, JN66BL, JN66AK, JN66BK, JN66AJ, JN66BJ, JN66AI, JN66BI
;34;JN66CL, JN66DL, JN66CK, JN66DK, JN66CJ, JN66DJ, JN66CI, JN66DI
;35;JN66EL, JN66FL, JN66EK, JN66FK, JN66EJ, JN66FJ, JN66EI, JN66FI
;36;JN66GL, JN66HL, JN66GK, JN66HK, JN66GJ, JN66HJ, JN66GI, JN66HI
;37;JN66IL, JN66JL, JN66IK, JN66JK, JN66IJ, JN66JJ, JN66II, JN66JI
;38;JN66KL, JN66LL, JN66KK, JN66LK, JN66KJ, JN66LJ, JN66KI, JN66LI
;39;JN66ML, JN66NL, JN66MK, JN66NK, JN66MJ, JN66NJ, JN66MI, JN66NI
;40;JN66OL, JN66PL, JN66OK, JN66PK, JN66OJ, JN66PJ, JN66OI, JN66PI
;41;JN66QL, JN66RL, JN66QK, JN66RK, JN66QJ, JN66RJ, JN66QI, JN66RI
;42;JN66SL, JN66TL, JN66SK, JN66TK, JN66SJ, JN66TJ, JN66SI, JN66TI
;43;JN66UL, JN66VL, JN66UK, JN66VK, JN66UJ, JN66VJ, JN66UI, JN66VI
AP;09;JN46AH, JN46BH, JN46AG, JN46BG, JN46AF, JN46BF, JN46AE, JN46BE 
;10;JN46CH, JN46DH, JN46CG, JN46DG, JN46CF, JN46DF, JN46CE, JN46DE
;11;JN46EH, JN46FH, JN46EG, JN46FG, JN46EF, JN46FF, JN46EE, JN46FE
;12;JN46GH, JN46HH, JN46GG, JN46HG, JN46GF, JN46HF, JN46GE, JN46HE
;16;JN46OH, JN46PH, JN46OG, JN46PG, JN46OF, JN46PF, JN46OE, JN46PE
;17;JN46QH, JN46RH, JN46QG, JN46RG, JN46QF, JN46RF, JN46QE, JN46RE
;18;JN46SH, JN46TH, JN46SG, JN46TG, JN46SF, JN46TF, JN46SE, JN46TE
;19;JN46UH, JN46VH, JN46UG, JN46VG, JN46UF, JN46VF, JN46UE, JN46VE
;20;JN46WH, JN46XH, JN46WG, JN46XG, JN46WF, JN46XF, JN46WE, JN46XE
;21;JN56AH, JN56BH, JN56AG, JN56BG, JN56AF, JN56BF, JN56AE, JN56BE
;22;JN56CH, JN56DH, JN56CG, JN56DG, JN56CF, JN56DF, JN56CE, JN56DE
;23;JN56EH, JN56FH, JN56EG, JN56FG, JN56EF, JN56FF, JN56EE, JN56FE
;24;JN56GH, JN56HH, JN56GG, JN56HG, JN56GF, JN56HF, JN56GE, JN56HE
;25;JN56IH, JN56JH, JN56IG, JN56JG, JN56IF, JN56JF, JN56IE, JN56JE
;26;JN56KH, JN56LH, JN56KG, JN56LG, JN56KF, JN56LF, JN56KE, JN56LE
;27;JN56MH, JN56NH, JN56MG, JN56NG, JN56MF, JN56NF, JN56ME, JN56NE
;28;JN56OH, JN56PH, JN56OG, JN56PG, JN56OF, JN56PF, JN56OE, JN56PE
;29;JN56QH, JN56RH, JN56QG, JN56RG, JN56QF, JN56RF, JN56QE, JN56RE
;30;JN56SH, JN56TH, JN56SG, JN56TG, JN56SF, JN56TF, JN56SE, JN56TE
;31;JN56UH, JN56VH, JN56UG, JN56VG, JN56UF, JN56VF, JN56UE, JN56VE
;32;JN56WH, JN56XH, JN56WG, JN56XG, JN56WF, JN56XF, JN56WE, JN56XE
;33;JN66AH, JN66BH, JN66AG, JN66BG, JN66AF, JN66BF, JN66AE, JN66BE
;34;JN66CH, JN66DH, JN66CG, JN66DG, JN66CF, JN66DF, JN66CE, JN66DE
;35;JN66EH, JN66FH, JN66EG, JN66FG, JN66EF, JN66FF, JN66EE, JN66FE
;36;JN66GH, JN66HH, JN66GG, JN66HG, JN66GF, JN66HF, JN66GE, JN66HE
;37;JN66IH, JN66JH, JN66IG, JN66JG, JN66IF, JN66JF, JN66IE, JN66JE
;38;JN66KH, JN66LH, JN66KG, JN66LG, JN66KF, JN66LF, JN66KE, JN66LE
;39;JN66MH, JN66NH, JN66MG, JN66NG, JN66MF, JN66NF, JN66ME, JN66NE
;40;JN66OH, JN66PH, JN66OG, JN66PG, JN66OF, JN66PF, JN66OE, JN66PE
;41;JN66QH, JN66RH, JN66QG, JN66RG, JN66QF, JN66RF, JN66QE, JN66RE
;42;JN66SH, JN66TH, JN66SG, JN66TG, JN66SF, JN66TF, JN66SE, JN66TE
AQ;09;JN46AD, JN46BD, JN46AC, JN46BC, JN46AB, JN46BB, JN46AA, JN46BA
;10;JN46CD, JN46DD, JN46CC, JN46DC, JN46CB, JN46DB, JN46CA, JN46DA
;11;JN46ED, JN46FD, JN46EC, JN46FC, JN46EB, JN46FB, JN46EA, JN46FA
;12;JN46GD, JN46HD, JN46GC, JN46HC, JN46GB, JN46HB, JN46GA, JN46HA
;13;JN46ID, JN46JD, JN46IC, JN46JC, JN46IB, JN46JB, JN46IA, JN46JA
;14;JN46KD, JN46LD, JN46KC, JN46LC, JN46KB, JN46LB, JN46KA, JN46LA
;15;JN46MD, JN46ND, JN46MC, JN46NC, JN46MB, JN46NB, JN46MA, JN46NA
;16;JN46OD, JN46PD, JN46OC, JN46PC, JN46OB, JN46PB, JN46OA, JN46PA
;17;JN46QD, JN46RD, JN46QC, JN46RC, JN46QB, JN46RB, JN46QA, JN46RA
;18;JN46SD, JN46TD, JN46SC, JN46TC, JN46SB, JN46TB, JN46SA, JN46TA
;19;JN46UD, JN46VD, JN46UC, JN46VC, JN46UB, JN46VB, JN46UA, JN46VA
;20;JN46WD, JN46XD, JN46WC, JN46XC, JN46WB, JN46XB, JN46WA, JN46XA
;21;JN56AD, JN56BD, JN56AC, JN56BC, JN56AB, JN56BB, JN56AA, JN56BA
;22;JN56CD, JN56DD, JN56CC, JN56DC, JN56CB, JN56DB, JN56CA, JN56DA
;23;JN56ED, JN56FD, JN56EC, JN56FC, JN56EB, JN56FB, JN56EA, JN56FA
;24;JN56GD, JN56HD, JN56GC, JN56HC, JN56GB, JN56HB, JN56GA, JN56HA
;25;JN56ID, JN56JD, JN56IC, JN56JC, JN56IB, JN56JB, JN56IA, JN56JA
;26;JN56KD, JN56LD, JN56KC, JN56LC, JN56KB, JN56LB, JN56KA, JN56LA
;27;JN56MD, JN56ND, JN56MC, JN56NC, JN56MB, JN56NB, JN56MA, JN56NA
;28;JN56OD, JN56PD, JN56OC, JN56PC, JN56OB, JN56PB, JN56OA, JN56PA
;29;JN56QD, JN56RD, JN56QC, JN56RC, JN56QB, JN56RB, JN56QA, JN56RA
;30;JN56SD, JN56TD, JN56SC, JN56TC, JN56SB, JN56TB, JN56SA, JN56TA
;31;JN56UD, JN56VD, JN56UC, JN56VC, JN56UB, JN56VB, JN56UA, JN56VA
;32;JN56WD, JN56XD, JN56WC, JN56XC, JN56WB, JN56XB, JN56WA, JN56XA
;33;JN66AD, JN66BD, JN66AC, JN66BC, JN66AB, JN66BB, JN66AA, JN66BA
;34;JN66CD, JN66DD, JN66CC, JN66DC, JN66CB, JN66DB, JN66CA, JN66DA
;35;JN66ED, JN66FD, JN66EC, JN66FC, JN66EB, JN66FB, JN66EA, JN66FA
;36;JN66GD, JN66HD, JN66GC, JN66HC, JN66GB, JN66HB, JN66GA, JN66HA
;37;JN66ID, JN66JD, JN66IC, JN66JC, JN66IB, JN66JB, JN66IA, JN66JA
;38;JN66KD, JN66LD, JN66KC, JN66LC, JN66KB, JN66LB, JN66KA, JN66LA
;39;JN66MD, JN66ND, JN66MC, JN66NC, JN66MB, JN66NB, JN66MA, JN66NA
;40;JN66OD, JN66PD, JN66OC, JN66PC, JN66OB, JN66PB, JN66OA, JN66PA
;41;JN66QD, JN66RD, JN66QC, JN66RC, JN66QB, JN66RB, JN66QA, JN66RA
;42;JN66SD, JN66TD, JN66SC, JN66TC, JN66SB, JN66TB, JN66SA, JN66TA
AR;02;JN35KX, JN35LX, JN35KW, JN35LW, JN35KV, JN35LV, JN35KU, JN35LU
;03;JN35MX, JN35NX, JN35MW, JN35NW, JN35MV, JN35NV, JN35MU, JN35NU
;04;JN35OX, JN35PX, JN35OW, JN35PW, JN35OV, JN35PV, JN35OU, JN35PU
;05;JN35QX, JN35RX, JN35QW, JN35RW, JN35QV, JN35RV, JN35QU, JN35RU
;06;JN35SX, JN35TX, JN35SW, JN35TW, JN35SV, JN35TV, JN35SU, JN35TU
;07;JN35UX, JN35VX, JN35UW, JN35VW, JN35UV, JN35VV, JN35UU, JN35VU
;08;JN35WX, JN35XX, JN35WW, JN35XW, JN35WV, JN35XV, JN35WU, JN35XU
;09;JN45AX, JN45BX, JN45AW, JN45BW, JN45AV, JN45BV, JN45AU, JN45BU
;10;JN45CX, JN45DX, JN45CW, JN45DW, JN45CV, JN45DV, JN45CU, JN45DU
;11;JN45EX, JN45FX, JN45EW, JN45FW, JN45EV, JN45FV, JN45EU, JN45FU
;12;JN45GX, JN45HX, JN45GW, JN45HW, JN45GV, JN45HV, JN45GU, JN45HU
;13;JN45IX, JN45JX, JN45IW, JN45JW, JN45IV, JN45JV, JN45IU, JN45JU
;14;JN45KX, JN45LX, JN45KW, JN45LW, JN45KV, JN45LV, JN45KU, JN45LU
;15;JN45MX, JN45NX, JN45MW, JN45NW, JN45MV, JN45NV, JN45MU, JN45NU
;16;JN45OX, JN45PX, JN45OW, JN45PW, JN45OV, JN45PV, JN45OU, JN45PU
;17;JN45QX, JN45RX, JN45QW, JN45RW, JN45QV, JN45RV, JN45QU, JN45RU
;18;JN45SX, JN45TX, JN45SW, JN45TW, JN45SV, JN45TV, JN45SU, JN45TU
;19;JN45UX, JN45VX, JN45UW, JN45VW, JN45UV, JN45VV, JN45UU, JN45VU
;20;JN45WX, JN45XX, JN45WW, JN45XW, JN45WV, JN45XV, JN45WU, JN45XU
;21;JN55AX, JN55BX, JN55AW, JN55BW, JN55AV, JN55BV, JN55AU, JN55BU
;22;JN55CX, JN55DX, JN55CW, JN55DW, JN55CV, JN55DV, JN55CU, JN55DU
;23;JN55EX, JN55FX, JN55EW, JN55FW, JN55EV, JN55FV, JN55EU, JN55FU
;24;JN55GX, JN55HX, JN55GW, JN55HW, JN55GV, JN55HV, JN55GU, JN55HU
;25;JN55IX, JN55JX, JN55IW, JN55JW, JN55IV, JN55JV, JN55IU, JN55JU
;26;JN55KX, JN55LX, JN55KW, JN55LW, JN55KV, JN55LV, JN55KU, JN55LU
;27;JN55MX, JN55NX, JN55MW, JN55NW, JN55MV, JN55NV, JN55MU, JN55NU
;28;JN55OX, JN55PX, JN55OW, JN55PW, JN55OV, JN55PV, JN55OU, JN55PU
;29;JN55QX, JN55RX, JN55QW, JN55RW, JN55QV, JN55RV, JN55QU, JN55RU
;30;JN55SX, JN55TX, JN55SW, JN55TW, JN55SV, JN55TV, JN55SU, JN55TU
;31;JN55UX, JN55VX, JN55UW, JN55VW, JN55UV, JN55VV, JN55UU, JN55VU
;32;JN55WX, JN55XX, JN55WW, JN55XW, JN55WV, JN55XV, JN55WU, JN55XU
;33;JN65AX, JN65BX, JN65AW, JN65BW, JN65AV, JN65BV, JN65AU, JN65BU
;34;JN65CX, JN65DX, JN65CW, JN65DW, JN65CV, JN65DV, JN65CU, JN65DU
;35;JN65EX, JN65FX, JN65EW, JN65FW, JN65EV, JN65FV, JN65EU, JN65FU
;36;JN65GX, JN65HX, JN65GW, JN65HW, JN65GV, JN65HV, JN65GU, JN65HU
;37;JN65IX, JN65JX, JN65IW, JN65JW, JN65IV, JN65JV, JN65IU, JN65JU
;38;JN65KX, JN65LX, JN65KW, JN65LW, JN65KV, JN65LV, JN65KU, JN65LU
;39;JN65MX, JN65NX, JN65MW, JN65NW, JN65MV, JN65NV, JN65MU, JN65NU
;40;JN65OX, JN65PX, JN65OW, JN65PW, JN65OV, JN65PV, JN65OU, JN65PU
;41;JN65QX, JN65RX, JN65QW, JN65RW, JN65QV, JN65RV, JN65QU, JN65RU
;42;JN65SX, JN65TX, JN65SW, JN65TW, JN65SV, JN65TV, JN65SU, JN65TU
AS;01;JN35IT, JN35JT, JN35IS, JN35JS, JN35IR, JN35JR, JN35IQ, JN35JQ
;02;JN35KT, JN35LT, JN35KS, JN35LS, JN35KR, JN35LR, JN35KQ, JN35LQ
;03;JN35MT, JN35NT, JN35MS, JN35NS, JN35MR, JN35NR, JN35MQ, JN35NQ
;04;JN35OT, JN35PT, JN35OS, JN35PS, JN35OR, JN35PR, JN35OQ, JN35PQ
;05;JN35QT, JN35RT, JN35QS, JN35RS, JN35QR, JN35RR, JN35QQ, JN35RQ
;06;JN35ST, JN35TT, JN35SS, JN35TS, JN35SR, JN35TR, JN35SQ, JN35TQ
;07;JN35UT, JN35VT, JN35US, JN35VS, JN35UR, JN35VR, JN35UQ, JN35VQ
;08;JN35WT, JN35XT, JN35WS, JN35XS, JN35WR, JN35XR, JN35WQ, JN35XQ
;09;JN45AT, JN45BT, JN45AS, JN45BS, JN45AR, JN45BR, JN45AQ, JN45BQ
;10;JN45CT, JN45DT, JN45CS, JN45DS, JN45CR, JN45DR, JN45CQ, JN45DQ
;11;JN45ET, JN45FT, JN45ES, JN45FS, JN45ER, JN45FR, JN45EQ, JN45FQ
;12;JN45GT, JN45HT, JN45GS, JN45HS, JN45GR, JN45HR, JN45GQ, JN45HQ
;13;JN45IT, JN45JT, JN45IS, JN45JS, JN45IR, JN45JR, JN45IQ, JN45JQ
;14;JN45KT, JN45LT, JN45KS, JN45LS, JN45KR, JN45LR, JN45KQ, JN45LQ
;15;JN45MT, JN45NT, JN45MS, JN45NS, JN45MR, JN45NR, JN45MQ, JN45NQ
;16;JN45OT, JN45PT, JN45OS, JN45PS, JN45OR, JN45PR, JN45OQ, JN45PQ
;17;JN45QT, JN45RT, JN45QS, JN45RS, JN45QR, JN45RR, JN45QQ, JN45RQ
;18;JN45ST, JN45TT, JN45SS, JN45TS, JN45SR, JN45TR, JN45SQ, JN45TQ
;19;JN45UT, JN45VT, JN45US, JN45VS, JN45UR, JN45VR, JN45UQ, JN45VQ
;20;JN45WT, JN45XT, JN45WS, JN45XS, JN45WR, JN45XR, JN45WQ, JN45XQ
;21;JN55AT, JN55BT, JN55AS, JN55BS, JN55AR, JN55BR, JN55AQ, JN55BQ
;22;JN55CT, JN55DT, JN55CS, JN55DS, JN55CR, JN55DR, JN55CQ, JN55DQ
;23;JN55ET, JN55FT, JN55ES, JN55FS, JN55ER, JN55FR, JN55EQ, JN55FQ
;24;JN55GT, JN55HT, JN55GS, JN55HS, JN55GR, JN55HR, JN55GQ, JN55HQ
;25;JN55IT, JN55JT, JN55IS, JN55JS, JN55IR, JN55JR, JN55IQ, JN55JQ
;26;JN55KT, JN55LT, JN55KS, JN55LS, JN55KR, JN55LR, JN55KQ, JN55LQ
;27;JN55MT, JN55NT, JN55MS, JN55NS, JN55MR, JN55NR, JN55MQ, JN55NQ
;28;JN55OT, JN55PT, JN55OS, JN55PS, JN55OR, JN55PR, JN55OQ, JN55PQ
;29;JN55QT, JN55RT, JN55QS, JN55RS, JN55QR, JN55RR, JN55QQ, JN55RQ
;30;JN55ST, JN55TT, JN55SS, JN55TS, JN55SR, JN55TR, JN55SQ, JN55TQ
;31;JN55UT, JN55VT, JN55US, JN55VS, JN55UR, JN55VR, JN55UQ, JN55VQ
;32;JN55WT, JN55XT, JN55WS, JN55XS, JN55WR, JN55XR, JN55WQ, JN55XQ
;33;JN65AT, JN65BT, JN65AS, JN65BS, JN65AR, JN65BR, JN65AQ, JN65BQ
;34;JN65CT, JN65DT, JN65CS, JN65DS, JN65CR, JN65DR, JN65CQ, JN65DQ
;35;JN65ET, JN65FT, JN65ES, JN65FS, JN65ER, JN65FR, JN65EQ, JN65FQ
;36;JN65GT, JN65HT, JN65GS, JN65HS, JN65GR, JN65HR, JN65GQ, JN65HQ
;37;JN65IT, JN65JT, JN65IS, JN65JS, JN65IR, JN65JR, JN65IQ, JN65JQ
;38;JN65KT, JN65LT, JN65KS, JN65LS, JN65KR, JN65LR, JN65KQ, JN65LQ
;39;JN65MT, JN65NT, JN65MS, JN65NS, JN65MR, JN65NR, JN65MQ, JN65NQ
;40;JN65OT, JN65PT, JN65OS, JN65PS, JN65OR, JN65PR, JN65OQ, JN65PQ
;41;JN65QT, JN65RT, JN65QS, JN65RS, JN65QR, JN65RR, JN65QQ, JN65RQ
;42;JN65ST, JN65TT, JN65SS, JN65TS, JN65SR, JN65TR, JN65SQ, JN65TQ
;43;JN65UT, JN65VT, JN65US, JN65VS, JN65UR, JN65VR, JN65UQ, JN65VQ
;44;JN65WT, JN65XT, JN65WS, JN65XS, JN65WR, JN65XR, JN65WQ, JN65XQ
BJ;02;JN35KP, JN35LP, JN35KO, JN35LO, JN35KN, JN35LN, JN35KM, JN35LM
;03;JN35MP, JN35NP, JN35MO, JN35NO, JN35MN, JN35NN, JN35MM, JN35NM
;04;JN35OP, JN35PP, JN35OO, JN35PO, JN35ON, JN35PN, JN35OM, JN35PM
;05;JN35QP, JN35RP, JN35QO, JN35RO, JN35QN, JN35RN, JN35QM, JN35RM
;06;JN35SP, JN35TP, JN35SO, JN35TO, JN35SN, JN35TN, JN35SM, JN35TM
;07;JN35UP, JN35VP, JN35UO, JN35VO, JN35UN, JN35VN, JN35UM, JN35VM
;08;JN35WP, JN35XP, JN35WO, JN35XO, JN35WN, JN35XN, JN35WM, JN35XM
;09;JN45AP, JN45BP, JN45AO, JN45BO, JN45AN, JN45BN, JN45AM, JN45BM
;10;JN45CP, JN45DP, JN45CO, JN45DO, JN45CN, JN45DN, JN45CM, JN45DM
;11;JN45EP, JN45FP, JN45EO, JN45FO, JN45EN, JN45FN, JN45EM, JN45FM
;12;JN45GP, JN45HP, JN45GO, JN45HO, JN45GN, JN45HN, JN45GM, JN45HM
;13;JN45IP, JN45JP, JN45IO, JN45JO, JN45IN, JN45JN, JN45IM, JN45JM
;14;JN45KP, JN45LP, JN45KO, JN45LO, JN45KN, JN45LN, JN45KM, JN45LM
;15;JN45MP, JN45NP, JN45MO, JN45NO, JN45MN, JN45NN, JN45MM, JN45NM
;16;JN45OP, JN45PP, JN45OO, JN45PO, JN45ON, JN45PN, JN45OM, JN45PM
;17;JN45QP, JN45RP, JN45QO, JN45RO, JN45QN, JN45RN, JN45QM, JN45RM
;18;JN45SP, JN45TP, JN45SO, JN45TO, JN45SN, JN45TN, JN45SM, JN45TM
;19;JN45UP, JN45VP, JN45UO, JN45VO, JN45UN, JN45VN, JN45UM, JN45VM
;20;JN45WP, JN45XP, JN45WO, JN45XO, JN45WN, JN45XN, JN45WM, JN45XM
;21;JN55AP, JN55BP, JN55AO, JN55BO, JN55AN, JN55BN, JN55AM, JN55BM
;22;JN55CP, JN55DP, JN55CO, JN55DO, JN55CN, JN55DN, JN55CM, JN55DM
;23;JN55EP, JN55FP, JN55EO, JN55FO, JN55EN, JN55FN, JN55EM, JN55FM
;24;JN55GP, JN55HP, JN55GO, JN55HO, JN55GN, JN55HN, JN55GM, JN55HM
;25;JN55IP, JN55JP, JN55IO, JN55JO, JN55IN, JN55JN, JN55IM, JN55JM
;26;JN55KP, JN55LP, JN55KO, JN55LO, JN55KN, JN55LN, JN55KM, JN55LM
;27;JN55MP, JN55NP, JN55MO, JN55NO, JN55MN, JN55NN, JN55MM, JN55NM
;28;JN55OP, JN55PP, JN55OO, JN55PO, JN55ON, JN55PN, JN55OM, JN55PM
;29;JN55QP, JN55RP, JN55QO, JN55RO, JN55QN, JN55RN, JN55QM, JN55RM
;30;JN55SP, JN55TP, JN55SO, JN55TO, JN55SN, JN55TN, JN55SM, JN55TM
;31;JN55UP, JN55VP, JN55UO, JN55VO, JN55UN, JN55VN, JN55UM, JN55VM
;32;JN55WP, JN55XP, JN55WO, JN55XO, JN55WN, JN55XN, JN55WM, JN55XM
;33;JN65AP, JN65BP, JN65AO, JN65BO, JN65AN, JN65BN, JN65AM, JN65BM
;34;JN65CP, JN65DP, JN65CO, JN65DO, JN65CN, JN65DN, JN65CM, JN65DM
;35;JN65EP, JN65FP, JN65EO, JN65FO, JN65EN, JN65FN, JN65EM, JN65FM
;36;JN65GP, JN65HP, JN65GO, JN65HO, JN65GN, JN65HN, JN65GM, JN65HM
;37;JN65IP, JN65JP, JN65IO, JN65JO, JN65IN, JN65JN, JN65IM, JN65JM
