;08;Bereznehuvate district;NI-08
;09;Brats'ke district;NI-09
;10;Veselynove district;NI-10
;11;Voznesens'k ;NI-11
;12;Voznesens'k district;NI-12
;13;Vradiyivka district;NI-13
;14;Domanivka district;NI-14
;15;Ielanets' district;NI-15
;16;Zhovtnevy district;NI-16
;17;Kazanka district;NI-17
;18;Kryve Ozero district;NI-18
;19;Mykolayiv district;NI-19
;20;Novyi Buh district;NI-20
;21;Nova Odesa district;NI-21
;22;Ochakiv ;NI-22
;23;Ochakiv district;NI-23
;24;Pervomais'k ;NI-24
;25;Pervomais'k district;NI-25
;26;Snihurivka district;NI-26
;27;Iuzhnoukrayins'k ;NI-27
OD;;UR5F — ODESA REGION;
;03;Odesa, Kyivs'kyi district;OD-03
;05;Odesa, Malinovs'kyi district;OD-05
;06;Odesa, Prymors'kyi district;OD-06
;07;Odesa, Suvorovs'kyi district;OD-07
;09;Anan'yiv district;OD-09
;10;Artsyz district;OD-10
;11;Balta district;OD-11
;12;Berezivka district;OD-12
;13;Bilhorod-Dnistrovs'kyi ;OD-13
;14;Bilhorod-Dnistrovs'kyi district;OD-14
;15;Biliayivka district;OD-15
;16;Bolhrad district;OD-16
;17;Velyka Mykhailivka district;OD-17
;18;Ivanivka district;OD-18
;19;Izmayil ;OD-19
;20;Izmayil district;OD-20
;21;Illichivs'k ;OD-21
;22;Kiliia district;OD-22
;23;Kodyma district;OD-23
;24;Kominternivs'ke district;OD-24
;25;Kotovs'k ;OD-25
;26;Kotovs'k district;OD-26
;27;Krasni Okny district;OD-27
;28;Liubashivka district;OD-28
;29;Mykolayivka district;OD-29
;30;Ovidiopol' district;OD-30
;31;Reni district;OD-31
;32;Rozdil'na district;OD-32
;33;Savran' district;OD-33
;34;Sarata district;OD-34
;35;Tarutyne district;OD-35
;36;Tatarbunary district;OD-36
;37;Teplodar ;OD-37
;38;Frunzivka district;OD-38
;39;Shyriaieve district;OD-39
;40;Iuzhne ;OD-40
PO;;UR5H — POLTAVA REGION;
;01;Poltava, Kyivs'kyi district;PO-01
;02;Poltava, Lenins'kyi district;PO-02
;03;Poltava, Zhovtnevyi district;PO-03
;04;Velyka Bahachka district;PO-04
;05;Hadiach district;PO-05
;06;Hlobyne district;PO-06
;07;Hrebinka district;PO-07
;08;Dykan'ka district;PO-08
;09;Zin'kiv district;PO-09
;10;Karlivka district;PO-10
;11;Kobeliaky district;PO-11
;12;Kozel'shchyna district;PO-12
;13;Komsomol's'k ;PO-13
;14;Kotel'va district;PO-14
;15;Kremenchuk, Avtozavods'ky district;PO-15
;16;Kremenchuk, Kryukovs'ky district;PO-16
;17;Kremenchuk district;PO-17
;18;Lokhvytsia district;PO-18
;19;Lubny ;PO-19
;20;Lubny district;PO-20
;21;Mashivka district;PO-21
;22;Myrhorod ;PO-22
;23;Myrhorod district;PO-23
;24;Novi Sanzhary district;PO-24
;25;Orzhytsia district;PO-25
;26;Pyriatyn district;PO-26
;27;Poltava district;PO-27
;28;Reshetylivka district;PO-28
;29;Semenivka district;PO-29
;30;Khorol district;PO-30
;31;Chornukhy district;PO-31
;32;Chutove district;PO-32
;33;Shyshaky district;PO-33
RI;;UR5K — RIVNE REGION;
;01;Rivne ;RI-01
;02;Berezne district;RI-02
;03;Volodymyrets' district;RI-03
;04;Hoshcha district;RI-04
;05;Demydivka district;RI-05
;06;Dubno ;RI-06
;07;Dubno district;RI-07
;08;Dubrovytsia district;RI-08
;09;Zarichne district;RI-09
;10;Zdolbuniv district;RI-10
;11;Korets' district;RI-11
;12;Kostopil' district;RI-12
;13;Kuznetsovs'k ;RI-13
;14;Mlyniv district;RI-14
;15;Ostroh ;RI-15
;16;Ostroh district;RI-16
;17;Radyvyliv district;RI-17
;18;Rivne district;RI-18
;19;Rokytne district;RI-19
;20;Sarny district;RI-20
SL;;UU9 — SEVASTOPOL' CITY;
;01;Sevastopol', Gagarins'kyi district;SL-01
;02;Sevastopol', Lenins'kyi district;SL-02
;03;Sevastopol', Nakhimovs'kyi district;SL-03
;04;Sevastopol' ;SL-04
SU;;UR5A — SUMY REGION;
;01;Sumy, Zarichnyi district;SU-01
;02;Sumy, Kovpakivs'kyi district;SU-02
;03;Okhtyrka ;SU-03
;04;Okhtyrka district;SU-04
;05;Bilopillia district;SU-05
;06;Buryn' district;SU-06
;07;Velyka Pysarivka district;SU-07
;08;Hlukhiv ;SU-08
;09;Hlukhiv district;SU-09
;10;Konotop ;SU-10
;11;Konotop district;SU-11
;12;Krasnopillia district;SU-12
;13;Krolevets' district;SU-13
;14;Lebedyn ;SU-14
;15;Lebedyn district;SU-15
;16;Lypova Dolyna district;SU-16
;17;Nedryhailiv district;SU-17
;18;Putyvl' district;SU-18
;19;Romny ;SU-19
;20;Romny district;SU-20
;21;Seredyna-Buda district;SU-21
;22;Sumy district;SU-22
;23;Trostianets' district;SU-23
;24;Shostka ;SU-24
;25;Shostka district;SU-25
;26;Iampil' district;SU-26
TE;;UR5B — TERNOPIL' REGION;
;01;Ternopil' ;TE-01
;02;Berezany district;TE-02
;03;Borshchiv district;TE-03
;04;Buchach district;TE-04
;05;Husiatyn district;TE-05
;06;Zalishchyky district;TE-06
;07;Zbarazh district;TE-07
;08;Zboriv district;TE-08
;09;Kozova district;TE-09
;10;Kremenets' district;TE-10
;11;Lanivtsi district;TE-11
;12;Monastyrys'k district;TE-12
;13;Pidvolochys'k district;TE-13
;14;Pidhajtsi district;TE-14
;15;Terebovlia district;TE-15
;16;Ternopil' district;TE-16
;17;Chortkiv district;TE-17
;18;Shums'k district;TE-18
;19;Chotrkiv city;ТЕ-19
;20;Berezhany city;ТЕ-20
;21;Kremenets city;ТЕ-21
VI;;UR5N — VINNYTSIA REGION;
;01;Vinnytsia, Zamostians'kyi district;VI-01
;02;Vinnytsia, Lenins'kyi district;VI-02
;03;Vinnytsia, Starohorods'kyi district;VI-03
;04;Bar district;VI-04
;05;Bershad' district;VI-05
;06;Vinnytsia district;VI-06
;07;Haisyn district;VI-07
;08;Zhmerynka ;VI-08
;09;Zhmerynka district;VI-09
;10;Illintsi district;VI-10
;11;Kalynivka district;VI-11
;12;Koziatyn ;VI-12
;13;Koziatyn district;VI-13
;14;Kryzhopil' district;VI-14
;15;Ladyzhyn district;VI-15
;16;Lypovets' district;VI-16
;17;Lityn district;VI-17
;18;Mohyliv-Podil's'kyi ;VI-18
;19;Mohyliv-Podil's'kyi district;VI-19
;20;Murovani Kurylivtsi district;VI-20
;21;Nemyriv district;VI-21
;22;Orativ district;VI-22
;23;Pishchanka district;VI-23
;24;Pohrebyshche district;VI-24
;25;Teplyk district;VI-25
;26;Tyvriv district;VI-26
;27;Tomashpil' district;VI-27
;28;Trostianets' district;VI-28
;29;Tul'chyn district;VI-29
;30;Khmil'nyk ;VI-30
;31;Khmil'nyk district;VI-31
;32;Chernivtsi district;VI-32
;33;Chechel'nyk district;VI-33
;34;Sharhorod district;VI-34
;35;Iampil' district;VI-35
VO;;UR5P — VOLYN REGION;
;01;Luts'k ;VO-01
;02;Volodymyr-Volyns'kyi ;VO-02
;03;Volodymyr-Volyns'kyi district;VO-03
;04;Horokhiv district;VO-04
;05;Ivanychi district;VO-05
;06;Kamin'-Kashyrs'kyi district;VO-06
;07;Kivertsi district;VO-07
;08;Kovel' ;VO-08
;09;Kovel' district;VO-09
;10;Lokachi district;VO-10
;11;Luts'k district;VO-11
;12;Liubeshiv district;VO-12
;13;Liuboml' district;VO-13
;14;Manevychi district;VO-14
;15;Novovolyns'k ;VO-15
;16;Ratne district;VO-16
;17;Rozhyshche district;VO-17
;18;Stara Vyzhivka district;VO-18
;19;Turiis'k district;VO-19
;20;Shats'k district;VO-20
ZA;;UR5D — ZAKARPATSKA REGION;
;01;Uzhhorod ;ZA-01
;02;Berehove ;ZA-02
;03;Berehove district;ZA-03
;04;Velykyi-Bereznyi district;ZA-04
;05;Vynohradiv district;ZA-05
;06;Volovets' district;ZA-06
;07;Irshava district;ZA-07
;08;Mizhhiria district;ZA-08
;09;Mukacheve ;ZA-09
;10;Mukacheve district;ZA-10
;11;Perechyn district;ZA-11
;12;Rakhiv district;ZA-12
;13;Svaliava district;ZA-13
;14;Tiachiv district;ZA-14
;15;Uzhhorod ;ZA-15
;16;Khust ;ZA-16
;17;Khust district;ZA-17
;18;Chop ;ZA-18
ZH;;UR5X — ZHYTOMYR REGION;
;01;Zhytomyr, Bohuns'kyi district;ZH-01
;02;Zhytomyr, Korolevs'kyi district;ZH-02
;03;Andrushivka district;ZH-03
;04;Baranivka district;ZH-04
;05;Berdychiv ;ZH-05
;06;Berdychiv distict;ZH-06
;07;Brusyliv district;ZH-07
;08;Volodars'k-Volyns'kyi district;ZH-08
;09;Romanovs'ky district;ZH-09
;10;Iemil'chyne district;ZH-10
;11;Zhytomyr district;ZH-11
;12;Korosten' ;ZH-12
;13;Korosten' district;ZH-13
;14;Korostyshiv district;ZH-14
;15;Luhyny district;ZH-15
