Y;;Brandenburg;
;01;Uckermark;Y01
;02;Oranienburg;Y02
;03;Wittstock-Pritzwalk;Y03
;04;Premnitz;Y04
;05;Ludwigsfelde;Y05
;06;Brandenburg;Y06
;07;Königs-Wusterhausen;Y07
;08;Nauen;Y08
;09;Potsdam;Y09
;10;Neuruppin;Y10
;11;Teltow;Y11
;12;Rathenow;Y12
;13;Eisenhüttenstadt;Y13
;14;Bernau;Y14
;15;Schöneiche;Y15
;16;Angermünde;Y16
;17;Neuenhagen;Y17
;18;Fürstenwalde;Y18
;19;Schwedt;Y19
;20;Biesenthal;Y20
;21;Straussberg;Y21
;22;Frankfurt/Oder;Y22
;23;Lauchhammer;Y23
;24;Cottbus;Y24
;25;Senftenberg;Y25
;26;Guben;Y26
;27;Forst/Lausitz;Y27
;28;Spreewald;Y28
;29;Grossröschen;Y29
;30;Spremberg;Y30
;31;Mühlberg/Elbe;Y31
;32;Bad Liebenwerda;Y32
;33;Neissestadt Forst;Y33
;34;Blankenfelde;Y34
;35;Luckenwalde;Y35
;36;Eberswalde-Finow;Y36
;37;Jessen-Herzberg;Y37
;38;Finsterwalde;Y38
;39;Schwarzheide;Y39
;40;Prignitz;Y40
;41;Havelland;Y41
;42;Barnim;Y42
;43;Elbe-Elster;Y43
Z;;VFDB;
;01;Braunschweig;Z01
;02;Bremen;Z02
;03;Dortmund;Z03
;04;Düsseldorf;Z04
;05;Frankfurt/Main;Z05
;06;Freiburg;Z06
;07;Hamburg;Z07
;08;Hannover;Z08
;09;Karlsruhe;Z09
;10;Kiel;Z10
;11;Koblenz;Z11
;12;Köln;Z12
;13;München;Z13
;14;Münster;Z14
;15;Nürnberg;Z15
;16;Regensburg;Z16
;17;Stuttgart;Z17
;18;Friedrichshafen;Z18
;19;Saarbrücken;Z19
;20;Berlin;Z20
;21;Darmstadt;Z21
;22;Neustadt/W.;Z22
;23;Trier;Z23
;24;Mülheim;Z24
;25;Kassel;Z25
;26;Offenburg;Z26
;27;Harburg;Z27
;28;Lohbrügge;Z28
;29;Konstanz;Z29
;30;Augsburg;Z30
;31;Leer;Z31
;32;Aachen;Z32
;33;Giessen;Z33
;34;Recklinghausen;Z34
;35;Hildesheim;Z35
;36;Osnabrück;Z36
;37;Bonn;Z37
;38;Hagen;Z38
;39;Wuppertal;Z39
;40;Duisburg;Z40
;41;Bielefeld;Z41
;42;Bayreuth;Z42
;43;Bremerhaven;Z43
;44;Passau;Z44
;45;Essen;Z45
;46;Göppingen;Z46
;47;Göttingen;Z47
;48;Rottweil;Z48
;49;Ravensburg;Z49
;50;Hamburg-West;Z50
;51;Bamberg;Z51
;52;Würzburg;Z52
;53;Oldenburg;Z53
;54;Wiesbaden;Z54
;55;Reutlingen;Z55
;56;Lübeck;Z56
;57;Traunstein;Z57
;58;Schwäbisch-Hall;Z58
;59;Schäphuysen;Z59
;60;Cösfeld;Z60
;61;Ansbach;Z61
;62;Fulda;Z62
;63;Mörs;Z63
;64;Weiden;Z64
;65;Norddeich;Z65
;66;Freudenstadt;Z66
;67;München-West;Z67
;68;Ulm;Z68
;69;Heide/Holstein;Z69
;70;Hamburg-Ost;Z70
;71;Itzehoe;Z71
;72;Elmshorn;Z72
;73;Cuxhaven;Z73
;74;Bad Kreuznach;Z74
;75;Heidelberg;Z75
;76;Landshut;Z76
;77;Mainz;Z77
;78;Holzminden;Z78
;79;Flensburg;Z79
;80;Detmold;Z80
;81;Niederrhein;Z81
;82;Kaiserslautern;Z82
;83;Erfurt;Z83
;84;Celle;Z84
;85;Magdeburg;Z85
;86;Frankfurt/Oder;Z86
;87;Schwerin;Z87
;88;Gera;Z88
;89;Rostock;Z89
;90;Suhl;Z90
;91;Collmberg;Z91
;92;Hochsauerland;Z92
;93;Siegerland;Z93
