;07;Tu Dresden;S07
;08;Görlitz;S08
;09;Dresden-Niedersedl.;S09
;10;Sächsische Schweiz;S10
;12;Sohland;S12
;13;Me Dresden;S13
;14;Glashütte;S14
;15;Neustadt/Sa.;S15
;16;Bautzen;S16
;17;Kreischa;S17
;18;Grossenhain;S18
;19;Klingenberg;S19
;20;Dresden-Reick;S20
;21;Westlausitz;S21
;22;Kamenz;S22
;23;Hagenwerder;S23
;24;Zittau;S24
;25;Bautzen-Land;S25
;26;Stolpen;S26
;27;Freital;S27
;28;Weisswasser;S28
;29;Hoyerswerda;S29
;30;Leipzig-Stötteritz;S30
;31;Leipzig-Marienplatz;S31
;32;Grimma;S32
;33;Zschopautal;S33
;34;Borsdorf;S34
;35;Kohrener-Land;S35
;36;Eilenburg;S36
;37;Leipzig-Plagwitz;S37
;38;Pegau;S38
;39;Borna;S39
;40;Oschatz;S40
;41;Schkeuditz;S41
;42;Thierbach;S42
;43;Chemnitz-West;S43
;44;Mittweida;S44
;45;Aue-Schwarzenberg;S45
;46;Werdau;S46
;47;Chemnitz;S47
;48;Annaberg;S48
;49;Olbernhau;S49
;50;Burgstädt;S50
;51;Ölsnitz;S51
;52;Callenberg;S52
;53;Plauen;S53
;54;Chemnitz-Süd;S54
;55;Freiberg/Brand-Erbisd.;S55
;56;Auerbach;S56
;57;Glauchau-Meerane;S57
;58;Hohenstein;S58
;59;Limbach-Oberfr.;S59
;60;Zwickau;S60
;61;Dr Chemnitz;S61
;62;Klingenthal;S62
;63;Stollberg;S63
;64;Wolkenstein;S64
;65;Schönau;S65
;66;TU Chemnitz;S66
;67;Niederwürschnitz;S67
;68;Crossen;S68
;69;Torgau;S69
;70;Brand-Erbisdorf;S70
T;;Schwaben;
;01;Augsburg;T01
;02;Günzburg;T02
;03;Kaufbeuren;T03
;04;Kempten;T04
;05;Krumbach;T05
;06;Lechfeld;T06
;07;Memmingen;T07
;08;Neuburg;T08
;09;Nördlingen;T09
;10;Ottobeuren;T10
;11;Pfronten-Füssen;T11
;12;Sonthofen;T12
;13;Lindau/Bodensee;T13
;14;Marktoberdorf;T14
;15;Illertissen;T15
;16;Illertal;T16
;17;Gersthofen;T17
;18;Donauried;T18
;19;Friedberg;T19
;20;Schmuttertal;T20
;21;Donauwörth;T21
U;;Bayern-Ost;
;01;Amberg;U01
;02;Bayerwald;U02
;03;Cham;U03
;04;Deggendorf;U04
;05;Greding;U05
;06;Griesbach;U06
;07;Landau/Isar;U07
;08;Landshut;U08
;09;Naabtal;U09
;10;Neumarkt;U10
;11;Passau;U11
;12;Rotttal-Inn;U12
;13;Regensburg;U13
;14;Straubing;U14
;15;Sulzbach-Rosenberg;U15
;16;Freyung;U16
;17;Weiden;U17
;18;Schwandorf;U18
;19;Wegscheid;U19
;20;Oberpfälzer Wald;U20
;21;Parsberg;U21
;22;Altdorf;U22
;23;Stiftland;U23
;24;Neustadt/Donau;U24
;25;Vilsbiburg;U25
;26;Kötzting;U26
;27;Städte-Dreieck;U27
;28;Waldkirchen;U28
;29;Regenstauf;U29
;30;Pocking;U30
V;;Mecklenburg-Vorpommern;
;01;Rostock-Süd;V01
;02;Rostock-Mitte;V02
;03;Stralsund;V03
;04;Ribnitz-Damgarten;V04
;05;Rostock-Nord;V05
;06;Bad Doberan;V06
;07;Warnemünde;V07
;08;Rügen;V08
;09;Rostock-Warnow;V09
;10;Grevesmühlen;V10
;11;Greifswald;V11
;12;Barth-Marlow;V12
;13;Hochschule Wismar;V13
;14;Schwerin;V14
;15;Güstrow;V15
;16;Grabow;V16
;17;Goldberg;V17
;18;Plau;V18
;19;Hagenow;V19
;20;Bützow;V20
;21;Neubrandenburg-Süd;V21
;22;Neubrandenburg;V22
;23;Stavenhagen;V23
;24;Loitz;V24
;25;Ückermünde;V25
;26;Neustrelitz;V26
;27;Pasewalk;V27
;28;Ludwigslust;V28
;29;Parchim;V29
;30;Wolgast;V30
W;;Sachsen-Anhalt;
;01;Burg;W01
;02;Halberstadt;W02
;03;Gardelegen;W03
;04;Tangermünde;W04
;05;Magdeburg-Nord;W05
;06;Stendal;W06
;07;Zerbst/Anhalt;W07
;08;Stassfurt;W08
;09;Wernigerode;W09
;10;Magdeburg-Süd;W10
;11;Tangerhütte;W11
;12;Oschersleben;W12
;13;Salzwedel;W13
;14;Salzland Stassfurt;W14
;15;Haldensleben;W15
;16;Leuna;W16
;17;Zeitz;W17
;18;Dessau;W18
;19;Halle;W19
;20;Qüdlinburg;W20
;21;Th Merseburg;W21
;22;Zab Dessau;W22
;23;Bernburg;W23
;24;Halle-Neustadt;W24
;25;Bad Dürrenberg;W25
;26;Mansfeld;W26
;27;Bitterfeld;W27
;28;Wolfen;W28
;29;Wittenberg;W29
;30;Gräfenhainichen;W30
;31;Naumburg;W31
;32;Molmerswende-Harzgerode;W32
;33;Ballenstedt;W33
;34;Weissenfels;W34
;35;Mlu Halle;W35
;36;Schönebeck;W36
;37;Wolmirstedt;W37
X;;Thüringen;
;01;Rossleben;X01
;02;Mühlhausen;X02
;03;Weimar;X03
;04;Erfurt 1;X04
;05;Sondershausen;X05
;06;Soemmerda;X06
;07;Nordhausen;X07
;08;Wipper/Helme;X08
;09;Erfurt Ph;X09
;10;Arnstadt;X10
;11;Eisenach;X11
;12;Heiligenstadt/Eichsfeld;X12
;13;Südharz;X13
;14;Worbis;X14
;15;Apolda;X15
;16;Drei Gleichen;X16
;17;Gotha;X17
;18;Erfurt 2;X18
;19;Mittleres Ilmtal;X19
;20;Gera;X20
;21;Pössneck;X21
;22;Jena;X22
;23;Lobenstein-Schleiz;X23
;24;Rudolstadt;X24
;25;Hermsdorf;X25
;26;Saalfeld;X26
;27;Zeulenroda;X27
;28;Greiz;X28
;29;Sonneberg;X29
;30;Ilmenau;X30
;31;Suhl/Zella-Mehlis;X31
;32;Schmalkalden;X32
;33;Hildburghausen;X33
;34;Tu Ilmenau;X34
;35;Neuhaus;X35
;36;Bad Salzungen;X36
;37;Meiningen;X37
;38;Oberweissbach;X38
;39;Altenburg;X39
;40;Altenburger Land;X40
;41;Schmölln;X41
;42;Kahla;X42
;43;Rennsteig;X43
