Oslo;JX3P,LA0AF,LA0BT,LA0DO,LA0FD,LA0GV,LA0HC,LA1AN,LA1AU,LA1BMA,LA1C,LA1CFA,LA1CMA,LA1COM,LA1D,LA1DSA,LA1DXG,LA1EE,LA1EEA,LA1FRA,LA1FSG,LA1GRA,LA1GSA,LA1HAM,LA1HJ,LA1HP,LA1HQ,LA1HZ,LA1IP,LA1JAM,LA1KN,LA1KP,LA1KY,LA1LBG,LA1LP,LA1MP,LA1MTA,LA1MU,LA1NBA,LA1NEC,LA1NJA,LA1NP,LA1NRK,LA1NS,LA1NSF,LA1OBA,LA1ORK,LA1OTX,LA1PCA,LA1QM,LA1QQ,LA1QTA,LA1RUA,LA1SHA,LA1SI,LA1SN,LA1SP,LA1SS,LA1SY,LA1TC,LA1TK,LA1TUA,LA1TUR,LA1UQ,LA1V,LA1VC,LA1VPA,LA1WBA,LA1XKA,LA1YIA,LA1ZF,LA1ZH,LA1ZNA,LA2A,LA2AJ,LA2AZ,LA2BOA,LA2CH,LA2CQ,LA2CV,LA2CW,LA2DA,LA2DQ,LA2E,LA2EAA,LA2EV,LA2FEA,LA2FJ,LA2FX,LA2GL,LA2GLA,LA2GU,LA2HJ,LA2IB,LA2ID,LA2IQ,LA2IRA,LA2JAM,LA2JB,LA2JDA,LA2JM,LA2JOA,LA2JQ,LA2LGA,LA2LJA,LA2LQ,LA2LUA,LA2MD,LA2MH,LA2ML,LA2MMA,LA2MQ,LA2MS,LA2NCA,LA2NJA,LA2OAA,LA2OJA,LA2OLA,LA2OLD,LA2PJA,LA2PK,LA2PQ,LA2PUA,LA2QH,LA2QM,LA2QT,LA2SCA,LA2SL,LA2SR,LA2SS,LA2SY,LA2TCA,LA2TH,LA2TKA,LA2TLA,LA2TO,LA2UH,LA2UX,LA2VJ,LA2VR,LA2VUA,LA2WT,LA2ZHA,LA2ZZ,LA3AG,LA3AT,LA3ATA,LA3AV,LA3AZ,LA3BOA,LA3DFA,LA3DHA,LA3DW,LA3FDA,LA3FPA,LA3GDA,LA3GW,LA3HL,LA3HPA,LA3HX,LA3IC,LA3IH,LA3IK,LA3IPA,LA3JAM,LA3JCA,LA3JS,LA3KAA,LA3KM,LA3KPA,LA3LEA,LA3PDA,LA3PK,LA3PN,LA3RC,LA3RHA,LA3RIA,LA3RK,LA3SJ,LA3SO,LA3SS,LA3ST,LA3TF,LA3TJA,LA3TLA,LA3TNA,LA3UK,LA3UUA,LA3UV,LA3VIA,LA3VKA,LA3XK,LA3XLA,LA3YY,LA3ZIA,LA3ZT,LA4AJ,LA4BN,LA4BZ,LA4CAA,LA4CIA,LA4DIA,LA4DJ,LA4EC,LA4EF,LA4FI,LA4GBA,LA4GF,LA4GG,LA4GKA,LA4GLA,LA4HEA,LA4IF,LA4JAM,LA4JH,LA4JJ,LA4JKA,LA4JL,LA4JLA,LA4LE,LA4LN,LA4LP,LA4LW,LA4MM,LA4MSA,LA4NP,LA4OG,LA4QE,LA4QH,LA4RCA,LA4SE,LA4SS,LA4T,LA4TKA,LA4TSA,LA4TT,LA4UD,LA4UY,LA4VD,LA4VRA,LA4WLA,LA4YD,LA4YX,LA4ZCA,LA4ZP,LA4ZX,LA5AH,LA5BLA,LA5CE,LA5CGA,LA5CH,LA5DI,LA5EOA,LA5FW,LA5GAA,LA5GRA,LA5HRA,LA5HY,LA5IHA,LA5IN,LA5JHA,LA5MDA,LA5MS,LA5MT,LA5OI,LA5OP,LA5OQ,LA5TDA,LA5TF,LA5TNA,LA5TW,LA5UDA,LA5USA,LA5UTA,LA5UV,LA5VFA,LA5VL,LA5WCA,LA5WE,LA5X,LA5XT,LA5YP,LA5YSA,LA6AKA,LA6BSA,LA6CNA,LA6CSA,LA6DNA,LA6EEA,LA6EG,LA6ENA,LA6GFA,LA6IKA,LA6JCA,LA6JK,LA6JM,LA6LBA,LA6MN,LA6MP,LA6MQ,LA6NBA,LA6ND,LA6NGA,LA6OGA,LA6PBA,LA6PPA,LA6PV,LA6QBA,LA6QPA,LA6RBA,LA6RGA,LA6RKA,LA6RV,LA6SHA,LA6SI,LA6TF,LA6THA,LA6TL,LA6TQ,LA6UF,LA6UFA,LA6UHA,LA6UMA,LA6UU,LA6VF,LA6VM,LA6VW,LA6WIA,LA6WMA,LA6WN,LA6XBA,LA6XNA,LA6YM,LA7AFA,LA7BC,LA7BDA,LA7CF,LA7DG,LA7EH,LA7FKA,LA7GPA,LA7GU,LA7HPA,LA7HS,LA7HU,LA7IA,LA7IMA,LA7KW,LA7LPA,LA7LV,LA7MPA,LA7OD,LA7ODA,LA7OG,LA7OJA,LA7OKA,LA7OPA,LA7OS,LA7OU,LA7PKA,LA7PPA,LA7QJA,LA7QPA,LA7QS,LA7QT,LA7QY,LA7RI,LA7RPA,LA7SI,LA7SJ,LA7SJA,LA7TT,LA7UCA,LA7UPA,LA7URA,LA7UV,LA7VFA,LA7VKA,LA7WOA,LA7WPA,LA7XAA,LA7XPA,LA7XQ,LA7YGA,LA7YI,LA7YK,LA7YNA,LA7YV,LA7ZY,LA8AAA,LA8AEA,LA8BDA,LA8BMA,LA8CC,LA8CJ,LA8DMA,LA8FC,LA8FCA,LA8FH,LA8FHA,LA8GTA,LA8IKA,LA8JMA,LA8KH,LA8KJ,LA8LT,LA8MA,LA8MAA,LA8MO,LA8NO,LA8NSA,LA8NW,LA8OIA,LA8PD,LA8QEA,LA8RKA,LA8RT,LA8SKA,LA8TA,LA8TCA,LA8TO,LA8TY,LA8VE,LA8VJA,LA8VT,LA8W,LA8WD,LA8WMA,LA8WTA,LA8WW,LA8WY,LA8XE,LA8XGA,LA8XH,LA8XS,LA8XTA,LA8XW,LA8YKA,LA8YTA,LA8ZT,LA8ZY,LA9ASA,LA9ATA,LA9AY,LA9BSA,LA9BX,LA9BY,LA9COA,LA9DL,LA9DN,LA9DY,LA9FFA,LA9HSA,LA9IL,LA9JHA,LA9JJA,LA9JSA,LA9JTA,LA9JW,LA9KHA,LA9LEA,LA9LI,LA9LSA,LA9LT,LA9LTA,LA9MEA,LA9MKA,LA9MTA,LA9MU,LA9NGA,LA9NTA,LA9ODA,LA9OEA,LA9OL,LA9OPA,LA9OTA,LA9PBA,LA9PF,LA9PI,LA9PL,LA9PU,LA9QGA,LA9QTA,LA9REA,LA9RHA,LA9RLA,LA9RT,LA9SEA,LA9SS,LA9ST,LA9STA,LA9SU,LA9TGA,LA9TL,LA9TTA,LA9UMA,LA9VMA,LA9VOA,LA9VTA,LA9VV,LA9WSA,LA9XIA,LA9XM,LA9XV,LA9YKA,LA9YLA,LA9ZH,LA9ZRA,LA9ZU,LB1DF,LB1DG,LB1FF,LB1GB,LB1HD,LB1IG,LB1JE,LB1KG,LB1LE,LB1QF,LB1TF,LB1V,LB1XG,LB2GG,LB2IG,LB3LD,LB3NG,LB4EG,LB4JE,LB4PD,LB4YB,LB5HE,LB5IA,LB5LC,LB5NG,LB5VA,LB6AE,LB6RE,LB6YD,LB7EB,LB7GE,LB7QG,LB7ZE,LB7ZG,LB8BG,LB8CG,LB8EG,LB8FG,LB8GB,LB8GG,LB8HG,LB9FD,LB9GE,LB9HE,LB9OB,LB9PB,LB9U,LG5LG
Kongsvinger;LA0EC,LA1RCC,LA2CPA,LA2GPA,LA2IPA,LA2JK,LA2KPA,LA2NMA,LA3C,LA4AMA,LA4RQ,LA4RRA,LA4SRA,LA4WIA,LA5BRA,LA5IJA,LA5SN,LA5TM,LA6BY,LA6RC,LA6UD,LA7HRA,LA7TIA,LA7V,LA8BU,LA9DFA,LA9ETA,LA9RPA,LB5CG,LB8CC
Hamar;LA1RMA,LA2QDA,LA2REA,LA2VBA,LA3FFA,LA3QDA,LA3R,LA3SSA,LA3UO,LA4CEA,LA5RGA,LA6BI,LA7BS,LA8OTA,LA8ZW,LA9LQ,LA9UJA,LA9ZB,LB6BD,LB6MD
Ringsaker;LA1BR,LA1DOA,LA2KV,LA2QNA,LA3ALA,LA3NQ,LA3UHA,LA3VQ,LA3YGA,LA4BMA,LA4LSA,LA4MJA,LA4ST,LA5AAA,LA5DH,LA6TLA,LA7BK,LA7VG,LA8HV,LA8TLA,LA8UI,LA8WI,LA8XKA,LA9XLA,LB1A,LB2PD,LB5JE,LB8MD
Løten;LA1DLA,LA2LV,LA2RLA,LA3BQ,LA4PJA,LA5CL,LA5LJA,LA6FCA,LA6MX,LA7RRA,LA7TTT,LB5LG
Stange;LA1QBA,LA2VDA,LA3BIA,LA3GCA,LA3JQ,LA3UQ,LA4DMA,LA4QOA,LA7ASA,LA7FJA,LA8HAA,LA9AW,LA9MBA,LB4TG
Nord-Odal;LA2EQ,LA2ZNA,LA4IQ,LA4KJA,LA5GQ,LA6SSA,LB3QE
Sør-Odal;LA1IN,LA1RN,LA1UMA,LA1VL,LA2CKA,LA2DR,LA2ER,LA2JUA,LA2TBA,LA3OLA,LA3TEA,LA3UEA,LA3VEA,LA4EKA,LA4PP,LA4PRA,LA4QIA,LA5YRA,LA6ESA,LA6USA,LA6VSA,LA6XSA,LA7IHA,LA7MOA,LA7QMA,LA8BM,LA9QIA,LB2MG,LB6W
Eidskog;LA1TMA,LA3SEA,LA3ZHA,LA4GJA,LA4ORA,LA4QP,LA6RSA,LA8GJA
Grue;LA2DPA,LA2EPA,LA2FPA,LA2GQ,LA2JPA,LA4CS,LA5XHA,LA6VO,LA6YSA,LA7GRA,LB2DG
